,PC_1,PC_2,PC_3,PC_4,PC_5,PC_6,PC_7,PC_8,PC_9,PC_10,PC_11,PC_12,PC_13,PC_14
co2_momentum_x_rl_evening,-0.0015751360723260742,0.004639014496679581,0.04337755186133982,0.017102300773989127,0.3201637707766212,-0.0443131941254428,0.10257361098075134,-0.014358250795866126,0.03328188901530032,-0.1875433728383282,0.22043305306769098,-0.2886744441469604,-0.05045389293165042,0.27785807944109386
commodity_momentum_composite,-0.0028880288938071355,-0.01387903407747571,0.08306023316159607,0.03588168259385377,0.4062027481837408,-0.06178381703473337,0.07393257056292264,0.029662844229609214,0.09298971503015172,0.021293983904443325,-0.022293064732023648,-0.05398881203647616,-0.16140394008527656,-0.04698285629342871
is_weekend,-0.028339285451816996,-0.022947461366678176,-0.13051687275977245,0.2903303166017258,-0.012535649883192699,0.06485995004367555,0.09764155077564676,-0.0037898235333959926,-0.009485333223013407,-0.010990520816443172,-0.03507702175968529,-0.010474535183000311,-0.005083197232866078,-0.051222601796689034
is_holiday,-0.021141906456060275,0.01910597988063218,0.01608695371017437,0.02736256812817822,-0.03325791323209869,-0.034018397144358274,0.12330099843381531,-0.04634003633213992,0.14352539631575992,-0.2575000497021135,0.07644137597524227,0.06492988324086946,0.25473573777335484,0.16114671316828233
month_sin,0.04358891983182392,0.04650246174956756,0.09460098999207794,-0.025630425194523337,-0.06480411609668339,-0.012586583303241179,0.4090892939023094,-0.058955812480900184,-0.056998521117105606,-0.15094130572461498,-0.010971200561372648,0.08348797870232715,-0.014993499358343978,-0.20427968415807984
month_cos,0.1384146923540838,0.03749903524112567,-0.17714877986526023,0.030455195603855692,0.017059241559743307,0.005141028895159692,-0.048299673496911597,0.05361624855325738,0.04819124120927679,0.09002853056714175,-0.024590165247077453,-0.11678471386482173,0.005523754861076369,0.04059517239627657
dow_sin,0.023144457643458273,0.012241783683029604,0.10705512580952026,-0.24761063142457468,0.010488324096789362,-0.08656042932416655,-0.05779548260507576,-0.0316585111408929,0.04570313530478132,0.058041552719277724,-0.009445643365177982,0.015384376192159268,-0.04854302922965767,0.1750492311571246
dow_cos,0.0036352969534072413,-0.06452198613577176,-0.05783388244002227,0.014089397508569308,0.013482072958219866,0.08954247644697316,0.20424301182366572,-0.04706078795633175,-0.08304266099609846,0.33853460444845973,0.0072516717513454905,0.020451354248506262,-0.21138400440220878,0.25400024965014
pivot_hour_h00,-0.06468726663916104,0.1387562375290584,0.11891723250364626,0.09843815349039524,-0.03127905344329436,-0.061221819449185116,0.0776500394146519,-0.09551476257124762,0.02159213449609413,0.24739215915402846,0.06255487165035555,-0.05320650951327914,-0.01351860637233341,0.051171581456264666
pivot_hour_h01,-0.06608535617608914,0.14321620075568198,0.11804674377929891,0.09826832039137257,-0.03481187020168247,-0.06169467176766966,0.07948257994221275,-0.10176836196067846,0.019294329854821348,0.2412806960280297,0.0514142317415851,-0.06911065891235882,-0.01531053269213851,0.029816918377788344
pivot_hour_h02,-0.07492201343824799,0.14358585493021628,0.12000468277704678,0.09492443186648251,-0.032743046133793564,-0.05853272660502351,0.06567155804028338,-0.09404372413934811,0.03254453129186894,0.20933163163432172,0.053028129137760824,-0.07934778742996838,-0.040298222582514406,0.014157950109344702
pivot_hour_h03,-0.0824880269441229,0.14445890162936784,0.12689762413258718,0.08693829194012484,-0.03522561539900455,-0.055891384043617175,0.034721776818314266,-0.08090637817129621,0.04617212461535722,0.16664666481122067,0.043496904906588814,-0.056190384671629116,-0.05752447306589327,0.001771702755650545
pivot_hour_h04,-0.08750684314580305,0.1417015327403868,0.1396445467564772,0.07175912789163161,-0.025873383127108057,-0.06423175390903622,-0.028663939512338216,-0.04264491484701784,0.09442354979719648,0.0782790323197861,0.009403729181516043,-0.007050702897056285,-0.04822101685880841,-0.024848376384685067
pivot_hour_h05,-0.059552554767612266,0.15736556421629422,0.13885846200034585,0.061807270433792846,-0.028521287277657275,-0.06486979938378923,-0.07593286686400312,0.01518805360364864,0.1590583677730956,-0.02515616420933326,0.0011142621577221689,0.01950551348217217,-0.00958512286706206,-0.006619530228853745
pivot_hour_h06,-0.017387752083165585,0.18053140892554595,0.10979371320253478,0.06545620912896612,-0.041971451932411676,-0.05721225326570477,-0.06649310450899652,0.03670120771916738,0.12548084999894668,-0.07188023407880793,0.010831719957820228,0.03316444662555131,0.027567085439462766,-0.052905239367021635
pivot_hour_h07,0.022754802341780657,0.1942109123675309,0.058758704366595714,0.0722134223595139,-0.03481158379434496,-0.0304981993539142,-0.04332706984988184,0.04534986878226438,0.044091441566074425,-0.06439021050738558,0.001634799096584659,0.0039460713585715195,0.04459800777935199,-0.07342999710933083
pivot_hour_h08,0.032353751761675126,0.19913295574876821,0.02113714877633639,0.07586074592907513,-0.012865069509319106,-0.01641682588785992,-0.04462493197140367,0.034382971925010074,-0.015678053767693236,-0.04978347760370672,-0.009227827798605712,-0.021710297175077803,0.04336596599792014,-0.0656055812373019
pivot_hour_h09,0.035703693111438485,0.19705478904177623,0.00399073696698838,0.07131745063597152,0.003351719226997303,-0.03225320687868736,-0.0640991277050305,0.013026145400147359,-0.05607694534589601,-0.06211778690733886,-0.03279607937854849,-0.027199705892320264,0.0633081798474253,-0.03431254456257301
pivot_hour_h10,0.04007037506526713,0.19432965538121652,-0.017654592252178653,0.0581925309623727,0.020242655932247867,-0.03610249447952489,-0.07527110868567123,0.0038451794617493204,-0.09655729161261403,-0.07365460907185456,-0.04791713626499257,-0.021673933824896553,0.07661807314360594,-0.002891377823497445
pivot_hour_h11,0.043485217706945,0.1911464933725301,-0.028970133465507024,0.055053270398341174,0.03195639450306269,-0.04335076629391268,-0.08567869758263683,-0.0012772116408812193,-0.10710325367919354,-0.08197137677972642,-0.074827544515188,-0.014450286119668422,0.06512661590869333,0.01168785669489298
pivot_hour_h12,0.041853321354122265,0.19117174010015336,-0.03389558765737175,0.05097003223698864,0.033805578600134514,-0.03951527868759676,-0.11080760673611831,0.005912040404076941,-0.09601930080826268,-0.07554909570063312,-0.08635437019736998,-0.016261070808097196,0.05306388757936873,0.02887845419480717
pivot_hour_h13,0.03698249718603687,0.1926100661768939,-0.044898186687730435,0.04775579556094676,0.04108685437340925,-0.010569389171350398,-0.1272947735160796,0.01813029509948168,-0.06724423568354569,-0.0453428897179537,-0.07860576806977353,-0.03868204738706614,0.038735620271026394,0.03904688208942921
pivot_hour_h14,0.02935007966573608,0.1926596057711478,-0.056112023871524856,0.046353293486434764,0.02705598639383425,0.023836485222353643,-0.1238377644735143,0.04731153411997849,-0.02970142606282001,-0.01858229352536412,-0.06570018581951029,-0.07056286047426125,0.027392895059078576,0.00033717126152195333
